hog	genes
N1.HOG0011990	slgA
N1.HOG0011991	CG12057
N1.HOG0011992	fy
N1.HOG0011993	emb
N1.HOG0011994	Adat1
N1.HOG0011995	mRpS18C
N1.HOG0011996	CG14507
N1.HOG0011997	tilB
N1.HOG0011998	shop
N1.HOG0011999	eIF2Bbeta
N1.HOG0012000	CG1598
N1.HOG0012001	Pde8
N1.HOG0012002	retn
N1.HOG0012003	Coop
N1.HOG0012004	CG8230
N1.HOG0012005	Mp20
N1.HOG0012006	CG8197
N1.HOG0012007	CG5902
N1.HOG0012008	CG15905
N1.HOG0012009	PrBP
N1.HOG0012010	Nrg
N1.HOG0012011	Chchd3
N1.HOG0012012	NPF
N1.HOG0012013	CG10340
N1.HOG0012014	CAH8
N1.HOG0012015	CG7518
N1.HOG0012016	CG15629
N1.HOG0012017	Wwox
N1.HOG0012018	JMJD4
N1.HOG0012019	ome
N1.HOG0012020	CG7785
N1.HOG0012021	Charon
N1.HOG0012022	GNBP3
N1.HOG0012023	cact
N1.HOG0012024	Top3alpha
N1.HOG0012025	CG31855
N1.HOG0012026	Hnf4
N1.HOG0012027	CG1344
N1.HOG0012028	numb
N1.HOG0012029	epsilonCOP
N1.HOG0012030	shi
N1.HOG0012032	CG9630
N1.HOG0012033	bap
N1.HOG0012034	MTF-1
N1.HOG0012035	CG7611
N1.HOG0012036	Baldspot
N1.HOG0012037	CG5569
N1.HOG0012038	LIMK1
N1.HOG0012039	RhoGAP5A
N1.HOG0012040	mats
N1.HOG0012041	TAF1B
N1.HOG0012042	CG1552
N1.HOG0012043	CG1239
N1.HOG0012044	Hmt-1
N1.HOG0012045	Tab2
N1.HOG0012046	chn
N1.HOG0012047	CG9380
N1.HOG0012048	pwn
N1.HOG0012049	CG12237
N1.HOG0012050	Dhc16F
N1.HOG0012051	wapl
N1.HOG0012052	CG3097
N1.HOG0012053	HLH3B
N1.HOG0012054	Pis
N1.HOG0012055	inaF-D
N1.HOG0012056	Alg9
N1.HOG0012057	SF2
N1.HOG0012058	CG3335
N1.HOG0012059	Btnd
N1.HOG0012060	CG17249
N1.HOG0012061	CG7497
N1.HOG0012062	sturkopf
N1.HOG0012063	Nt5a
N1.HOG0012064	CG15237
N1.HOG0012070	mRpL2
N1.HOG0012071	wisp
N1.HOG0012072	Krn
N1.HOG0012073	CG13081
N1.HOG0012074	CG2267
N1.HOG0012075	CG9917
N1.HOG0012076	CG3995
N1.HOG0012077	CG1999
N1.HOG0012078	CG14456
N1.HOG0012079	CG11426
N1.HOG0012080	NHP2
N1.HOG0012081	Nprl3
N1.HOG0012082	Ccdc58
N1.HOG0012083	thoc6
N1.HOG0012084	UGP
N1.HOG0012085	Rpn12
N1.HOG0012086	CG13676
N1.HOG0012087	CG11309
N1.HOG0012088	pzg
N1.HOG0012089	CPT2
N1.HOG0012090	mRRF1
N1.HOG0012091	Mcm7
N1.HOG0012092	CG6511
N1.HOG0012093	h
N1.HOG0012094	CG1271
N1.HOG0012095	CG5687
N1.HOG0012096	Sac1
N1.HOG0012097	CSN3
N1.HOG0012098	PMP34
N1.HOG0012099	CG15014
N1.HOG0012100	CG32104
N1.HOG0012101	CG10418
N1.HOG0012102	CG12605
N1.HOG0012103	CG32485
N1.HOG0012104	PGRP-SD
N1.HOG0012105	CG7546
N1.HOG0012106	PAN3
N1.HOG0012107	nAChRbeta1
N1.HOG0012108	CG9004
N1.HOG0012109	park
N1.HOG0012110	Fitm
N1.HOG0012111	sinu
N1.HOG0012112	CG9643
N1.HOG0012113	CG13055
N1.HOG0012114	CG33061
N1.HOG0012115	kst
N1.HOG0012116	CG1309
N1.HOG0012117	roq
N1.HOG0012118	D
N1.HOG0012119	Liprin-beta
N1.HOG0012120	Tollo
N1.HOG0012121	CG11248
N1.HOG0012122	Hpd
N1.HOG0012123	CG5199
N1.HOG0012124	Prp6
N1.HOG0012125	CG7101
N1.HOG0012126	Rich
N1.HOG0012127	CG14561
N1.HOG0012128	Bet1
N1.HOG0012129	Gale
N1.HOG0012130	stas
N1.HOG0012131	dre4
N1.HOG0012132	ImpE2
N1.HOG0012133	CG7115
N1.HOG0012134	mRpS14
N1.HOG0012135	Met
N1.HOG0012136	mGluR
N1.HOG0012137	CG3702
N1.HOG0012138	Nhe1
N1.HOG0012139	CG7289
N1.HOG0012140	vir-1
N1.HOG0012141	crok
N1.HOG0012142	CG7781
N1.HOG0012143	Proc-R
N1.HOG0012144	Mvb12
N1.HOG0012145	CG13001
N1.HOG0012146	Cyp12b2
N1.HOG0012147	CG8060
N1.HOG0012148	cato
N1.HOG0012149	if
N1.HOG0012150	CG14657
N1.HOG0012151	Cdep
N1.HOG0012152	Ubc6
N1.HOG0012153	CG7183
N1.HOG0012155	CG11986
N1.HOG0012156	Kcmf1
N1.HOG0012157	Elp1
N1.HOG0012158	Rga
N1.HOG0012159	unc-4
N1.HOG0012160	fw
N1.HOG0012161	Dpm1
N1.HOG0012162	spi
N1.HOG0012163	Ance-3
N1.HOG0012164	TTLL3A
N1.HOG0012165	Smg5
N1.HOG0012166	crp
N1.HOG0012167	CG17221
N1.HOG0012169	CG6700
N1.HOG0012170	CG17127
N1.HOG0012171	CG14342
N1.HOG0012172	Obp19b
N1.HOG0012173	l(3)mbn
N1.HOG0012174	skd
N1.HOG0012175	Cul5
N1.HOG0012176	omd
N1.HOG0012177	Lkb1
N1.HOG0012178	GABA-B-R2
N1.HOG0012179	Men
N1.HOG0012180	KaiR1D
N1.HOG0012181	Sec23
N1.HOG0012182	Ktl
N1.HOG0012183	CG14545
N1.HOG0012184	Ire1
N1.HOG0012185	CG11168
N1.HOG0012186	CG11771
N1.HOG0012187	bnk
N1.HOG0012188	btn
N1.HOG0012189	Srlp
N1.HOG0012190	tyn
N1.HOG0012191	RhoGAP93B
N1.HOG0012192	ppan
N1.HOG0012193	SelR
N1.HOG0012194	CG5023
N1.HOG0012195	PEK
N1.HOG0012196	CG1172
N1.HOG0012197	RpL24-like
N1.HOG0012198	Sld5
N1.HOG0012199	CG6454
N1.HOG0012200	Uck
N1.HOG0012201	Exo84
N1.HOG0012202	Kaz-m1
N1.HOG0012203	CG6966
N1.HOG0012204	Mkk4
N1.HOG0012205	nsl1
N1.HOG0012206	Mst85C
N1.HOG0012207	CG14546
N1.HOG0012208	Mau2
N1.HOG0012209	CG5112
N1.HOG0012210	wtrw
N1.HOG0012211	CG1234
N1.HOG0012212	CG1124
N1.HOG0012213	CG14661
N1.HOG0012217	Polr2G
N1.HOG0012218	Dtd
N1.HOG0012219	CG8064
N1.HOG0012220	subdued
N1.HOG0012221	CG10068
N1.HOG0012222	Cyp4g15
N1.HOG0012225	Fak
N1.HOG0012226	LamC
N1.HOG0012227	CG30419
N1.HOG0012228	Ir60a
N1.HOG0012229	fl(2)d
N1.HOG0012230	Cpr50Cb
N1.HOG0012231	fand
N1.HOG0012232	link
N1.HOG0012233	CG12935
N1.HOG0012234	CG7741
N1.HOG0012235	CG7745
N1.HOG0012236	CG3829
N1.HOG0012237	zip
N1.HOG0012238	sel
N1.HOG0012239	CG6418
N1.HOG0012240	tna
N1.HOG0012241	galla-2
N1.HOG0012242	CG4022
N1.HOG0012243	CG43693
N1.HOG0012245	Jwa
N1.HOG0012246	CG2540
N1.HOG0012247	jhamt
N1.HOG0012248	tim
N1.HOG0012249	CG15432
N1.HOG0012250	ine
N1.HOG0012251	CG11134
N1.HOG0012252	GlcT
N1.HOG0012253	Naus
N1.HOG0012254	CG15706
N1.HOG0012255	Fem-1
N1.HOG0012256	CG13220
N1.HOG0012257	phtf
N1.HOG0012258	chk
N1.HOG0012259	Tdc2
N1.HOG0012260	PGAP3
N1.HOG0012261	CG9410
N1.HOG0012263	CG17385
N1.HOG0012264	PolE4
N1.HOG0012265	bin3
N1.HOG0012266	ckn
N1.HOG0012267	128up
N1.HOG0012268	CG42534
N1.HOG0012269	sca
N1.HOG0012270	Nrk
N1.HOG0012271	U2A
N1.HOG0012272	CG12107
N1.HOG0012273	Prip
N1.HOG0012274	ari-2
N1.HOG0012275	Gp150
N1.HOG0012276	Reg-5
N1.HOG0012277	Cog6
N1.HOG0012278	Gpdh2
N1.HOG0012279	CG6805
N1.HOG0012280	maf-S
N1.HOG0012281	lbk
N1.HOG0012282	CG17019
N1.HOG0012283	vg
N1.HOG0012284	Rcd6
N1.HOG0012285	CG13436
N1.HOG0012286	Ttd14
N1.HOG0012287	CG4266
N1.HOG0012288	icln
N1.HOG0012289	EMRE
N1.HOG0012290	sced
N1.HOG0012291	MED8
N1.HOG0012292	Trs31
N1.HOG0012293	ND-B14
N1.HOG0012294	NC2alpha
N1.HOG0012295	cbs
N1.HOG0012296	CG11007
N1.HOG0012297	CG8854
N1.HOG0012298	Cpsf160
N1.HOG0012299	IntS1
N1.HOG0012300	Fim
N1.HOG0012301	Mic26-27
N1.HOG0012302	CG4860
N1.HOG0012303	Cog1
N1.HOG0012304	Stam
N1.HOG0012305	Fgop2
N1.HOG0012308	CG32512
N1.HOG0012309	eys
N1.HOG0012310	daed
N1.HOG0012311	aph-1
N1.HOG0012312	CG7916
N1.HOG0012313	CG13983
N1.HOG0012314	CG9107
N1.HOG0012315	mtm
N1.HOG0012317	salm
N1.HOG0012318	Cog8
N1.HOG0012319	Dlg5
N1.HOG0012320	mRpL48
N1.HOG0012321	frtz
N1.HOG0012322	LSm7
N1.HOG0012323	Mhc
N1.HOG0012324	CG17928
N1.HOG0012325	CG17996
N1.HOG0012326	p47
N1.HOG0012327	rnh1
N1.HOG0012328	HnRNP-K
N1.HOG0012329	CG13229
N1.HOG0012330	mRpL52
N1.HOG0012331	CG14488
N1.HOG0012332	egr
N1.HOG0012333	CG9752
N1.HOG0012334	Gmer
N1.HOG0012335	kappaTry
N1.HOG0012336	Dlish
N1.HOG0012337	Snx16
N1.HOG0012338	bonsai
N1.HOG0012339	CG8152
N1.HOG0012340	Hyccin
N1.HOG0012342	CG17712
N1.HOG0012343	ACOX1
N1.HOG0012344	Pal1
N1.HOG0012345	Etf-QO
N1.HOG0012346	FMRFa
N1.HOG0012347	CG30008
N1.HOG0012349	CG3770
N1.HOG0012350	whd
N1.HOG0012351	Cog7
N1.HOG0012352	Usp30
N1.HOG0012353	CG5445
N1.HOG0012354	Orp8
N1.HOG0012355	Nadsyn
N1.HOG0012356	sl
N1.HOG0012357	dsh
N1.HOG0012358	CG6067
N1.HOG0012359	mus81
N1.HOG0012360	poly
N1.HOG0012361	Gnmt
N1.HOG0012362	CG12581
N1.HOG0012363	Indy
N1.HOG0012365	CG14074
N1.HOG0012366	Cln7
N1.HOG0012367	Pss
N1.HOG0012368	CG3430
N1.HOG0012369	Gbs-76A
N1.HOG0012370	Clc
N1.HOG0012371	CG7650
N1.HOG0012372	Usf
N1.HOG0012373	CG18508
N1.HOG0012374	TBC1d7
N1.HOG0012375	hfw
N1.HOG0012376	ais
N1.HOG0012377	Zpr1
N1.HOG0012378	CG13367
N1.HOG0012379	bowl
N1.HOG0012380	CG10237
N1.HOG0012381	Tspo
N1.HOG0012382	Trp1
N1.HOG0012383	ppk10
N1.HOG0012384	CG14015
N1.HOG0012385	ND-13A
N1.HOG0012386	CG5439
N1.HOG0012388	brwl
N1.HOG0012389	Taf13
N1.HOG0012390	sNPF
N1.HOG0012391	CycY
N1.HOG0012392	CG10492
N1.HOG0012393	Ttc19
N1.HOG0012394	Rsph1
N1.HOG0012395	sens-2
N1.HOG0012396	Rrp40
N1.HOG0012397	CG5181
N1.HOG0012398	Chc
N1.HOG0012399	CG6769
N1.HOG0012400	Appl
N1.HOG0012401	CG3168
N1.HOG0012402	eIF5
N1.HOG0012403	CG16721
N1.HOG0012404	Pex5
N1.HOG0012405	CG14803
N1.HOG0012406	Osi14
N1.HOG0012407	Osi15
N1.HOG0012408	CG18048
N1.HOG0012409	CG9286
N1.HOG0012410	ALiX
N1.HOG0012411	CG12877
N1.HOG0012412	mAChR-B
N1.HOG0012413	PDCD-5
N1.HOG0012414	Tsr1
N1.HOG0012415	Tbc1d8-9
N1.HOG0012416	Uxs
N1.HOG0012417	Atg18a
N1.HOG0012418	Dhps
N1.HOG0012419	nSMase
N1.HOG0012420	CG8960
N1.HOG0012421	CG17264
N1.HOG0012422	CG12947
N1.HOG0012423	CG10011
N1.HOG0012424	Rbp4
N1.HOG0012425	Srr
N1.HOG0012426	Pisd
N1.HOG0012427	Nrx-1
N1.HOG0012428	Slimp
N1.HOG0012429	CG15514
N1.HOG0012430	mRpL32
N1.HOG0012431	CG3803
N1.HOG0012432	CG31266
N1.HOG0012433	CG12811
N1.HOG0012434	Prx3
N1.HOG0012435	CG5038
N1.HOG0012436	DhpD
N1.HOG0012437	CG6276
N1.HOG0012438	CG8353
N1.HOG0012439	VhaAC45RP
N1.HOG0012440	CG31028
N1.HOG0012441	PolD1
N1.HOG0012442	hzg
N1.HOG0012443	Atg3
N1.HOG0012444	JMJD7
N1.HOG0012445	CG11563
N1.HOG0012446	mrt
N1.HOG0012447	Irk1
N1.HOG0012448	BOD1
N1.HOG0012449	CenB1A
N1.HOG0012450	trus
N1.HOG0012451	CG3368
N1.HOG0012452	CG3330
N1.HOG0012453	CG13972
N1.HOG0012454	Klp98A
N1.HOG0012455	Hexim
N1.HOG0012456	CG7071
N1.HOG0012457	HP1c
N1.HOG0012458	snk
N1.HOG0012459	CG5180
N1.HOG0012460	Ada2b
N1.HOG0012461	mora
N1.HOG0012462	rdhB
N1.HOG0012463	CG5391
N1.HOG0012464	CG5612
N1.HOG0012465	GABPI
N1.HOG0012466	Hasp
N1.HOG0012467	PolG1
N1.HOG0012468	P5cr
N1.HOG0012469	CG5646
N1.HOG0012470	Rb97D
N1.HOG0012471	CG11854
N1.HOG0012472	CG12278
N1.HOG0012473	CG8191
N1.HOG0012474	CG31019
N1.HOG0012475	stck
N1.HOG0012476	CG6937
N1.HOG0012477	mRpL9
N1.HOG0012478	Alg12
N1.HOG0012479	mal
N1.HOG0012480	sn
N1.HOG0012481	RagC-D
N1.HOG0012482	Asap
N1.HOG0012483	Samtor
N1.HOG0012484	sigmar
N1.HOG0012485	mRpL43
N1.HOG0012486	angel
N1.HOG0012487	Flo1
N1.HOG0012488	CG13748
N1.HOG0012490	CG8818
N1.HOG0012491	CG14297
N1.HOG0012492	CG15252
N1.HOG0012493	Dph3
N1.HOG0012494	odd
N1.HOG0012495	CG8851
N1.HOG0012496	santa-maria
N1.HOG0012497	Edc3
N1.HOG0012498	CG10600
N1.HOG0012499	TTLL4B
N1.HOG0012500	CG15160
N1.HOG0012501	CG13024
N1.HOG0012502	CG11000
N1.HOG0012503	CtBP
N1.HOG0012504	Rsph9
N1.HOG0012505	Hr38
N1.HOG0012506	Syx8
N1.HOG0012507	CG13313
N1.HOG0012508	LeuRS-m
N1.HOG0012509	TM9SF4
N1.HOG0012510	swm
N1.HOG0012511	CG10189
N1.HOG0012512	CG16972
N1.HOG0012513	mTTF
N1.HOG0012514	stol
N1.HOG0012515	CG13999
N1.HOG0012516	CG3769
N1.HOG0012517	Phf5a
N1.HOG0012518	Spn85F
N1.HOG0012519	fu
N1.HOG0012520	CG10663
N1.HOG0012521	Klp68D
N1.HOG0012523	Hip1
N1.HOG0012527	mei-41
N1.HOG0012528	Abl
N1.HOG0012529	Lpt
N1.HOG0012530	CG3626
N1.HOG0012531	Mks1
N1.HOG0012532	CG13855
N1.HOG0012533	knk
N1.HOG0012534	CG5292
N1.HOG0012535	CG3587
N1.HOG0012536	shtd
N1.HOG0012537	Hat1
N1.HOG0012538	gprs
N1.HOG0012539	GPHR
N1.HOG0012540	gsb-n
N1.HOG0012541	Nplp1
N1.HOG0012542	Dlip3
N1.HOG0012543	Drep3
N1.HOG0012544	mRpL53
N1.HOG0012545	CG8204
N1.HOG0012546	Gbeta5
N1.HOG0012547	cyr
N1.HOG0012548	CG7702
N1.HOG0012550	Vps26
N1.HOG0012551	bys
N1.HOG0012552	SmydA-9
N1.HOG0012553	CG6847
N1.HOG0012554	CG2938
N1.HOG0012555	Fur2
N1.HOG0012556	CG32638
N1.HOG0012557	Oli
N1.HOG0012558	m
N1.HOG0012559	CG15772
N1.HOG0012560	CG8142
N1.HOG0012561	CG2150
N1.HOG0012562	CG13318
N1.HOG0012563	CG8223
N1.HOG0012564	CG9801
N1.HOG0012565	Blm
N1.HOG0012566	ND-23
N1.HOG0012567	CG8301
N1.HOG0012568	Dsp1
N1.HOG0012569	Lrp4
N1.HOG0012570	CG15743
N1.HOG0012574	Clic
N1.HOG0012576	APP-BP1
N1.HOG0012577	CG7564
N1.HOG0012578	Con
N1.HOG0012579	CG6660
N1.HOG0012580	CG3792
N1.HOG0012581	PGRP-LD
N1.HOG0012582	LTV1
N1.HOG0012583	Pgam5-2
N1.HOG0012584	CG8997
N1.HOG0012585	Tsp42Ej
N1.HOG0012586	Klp59C
N1.HOG0012587	CG7810
N1.HOG0012588	CG3270
N1.HOG0012589	corolla
N1.HOG0012590	t-Grip91
N1.HOG0012591	CG18605
N1.HOG0012592	CG17154
N1.HOG0012593	CG44094
N1.HOG0012594	Ir7f
N1.HOG0012595	Femcoat
N1.HOG0012596	Prp3
N1.HOG0012597	Ube3a
N1.HOG0012598	CG14455
N1.HOG0012599	CG13907
N1.HOG0012600	CG12038
N1.HOG0012601	Serinc
N1.HOG0012602	Cds
N1.HOG0012603	Cpr78Cb
N1.HOG0012604	Pdxk
N1.HOG0012605	CG4461
N1.HOG0012607	Hsp67Ba
N1.HOG0012608	Cdk8
N1.HOG0012609	CG16753
N1.HOG0012611	Ptpmeg
N1.HOG0012612	CG9951
N1.HOG0012613	simj
N1.HOG0012614	Adi1
N1.HOG0012615	CG4911
N1.HOG0012616	nbs
N1.HOG0012617	Claspin
N1.HOG0012618	emc
N1.HOG0012619	nullo
N1.HOG0012621	CG14989
N1.HOG0012622	Gad1
N1.HOG0012624	lin-28
N1.HOG0012625	Eaf6
N1.HOG0012626	ArfGAP1
N1.HOG0012627	CG32354
N1.HOG0012628	CG8519
N1.HOG0012629	SP1173
N1.HOG0012632	Prdm13
N1.HOG0012634	lqf
N1.HOG0012635	CG15877
N1.HOG0012636	mRpL23
N1.HOG0012637	yellow-g2
N1.HOG0012638	beg
N1.HOG0012639	Ilp8
N1.HOG0012640	CG14968
N1.HOG0012641	Lkr
N1.HOG0012642	wac
N1.HOG0012643	CG13054
N1.HOG0012644	CG4950
N1.HOG0012645	Golgin104
N1.HOG0012646	tral
N1.HOG0012647	CG10866
N1.HOG0012648	CG2211
N1.HOG0012649	CG32409
N1.HOG0012650	CG12024
N1.HOG0012651	Rap1
N1.HOG0012653	CG42826
N1.HOG0012654	dpr10
N1.HOG0012655	CG13893
N1.HOG0012656	rho
N1.HOG0012657	ara
N1.HOG0012658	Vps36
N1.HOG0012659	nan
N1.HOG0012660	stv
N1.HOG0012661	yellow-k
N1.HOG0012662	CG9624
N1.HOG0012663	CG32445
N1.HOG0012664	CG5910
N1.HOG0012665	CG11619
N1.HOG0012666	CG6650
N1.HOG0012667	Cox11
N1.HOG0012668	twy
N1.HOG0012669	CG14450
N1.HOG0012670	CG4914
N1.HOG0012671	ind
N1.HOG0012672	comm2
N1.HOG0012674	fwe
N1.HOG0012677	CG12768
N1.HOG0012678	CG32085
N1.HOG0012679	Dph1
N1.HOG0012680	CG11396
N1.HOG0012681	Pmi
N1.HOG0012682	BORCS6
N1.HOG0012683	CG32225
N1.HOG0012684	ckd
N1.HOG0012685	CG12020
N1.HOG0012686	CG34408
N1.HOG0012687	ft
N1.HOG0012689	CG31663
N1.HOG0012690	atilla
N1.HOG0012691	CG6583
N1.HOG0012692	Pgant2
N1.HOG0012693	CG32687
N1.HOG0012694	CG3862
N1.HOG0012695	ND-75
N1.HOG0012696	CG14655
N1.HOG0012697	Snr1
N1.HOG0012698	Snm1
N1.HOG0012699	alrm
N1.HOG0012700	CG4239
N1.HOG0012701	Nf-YB
N1.HOG0012702	IP3K1
N1.HOG0012703	CG9515
N1.HOG0012704	Cul2
N1.HOG0012705	CG2201
N1.HOG0012707	CG14282
N1.HOG0012708	CG5861
N1.HOG0012709	CG14341
N1.HOG0012711	CG6729
N1.HOG0012712	twit
N1.HOG0012713	CG11409
N1.HOG0012714	CG4080
N1.HOG0012715	CG32170
N1.HOG0012716	Cdc27
N1.HOG0012717	CG14331
N1.HOG0012718	CG6125
N1.HOG0012719	Task6
N1.HOG0012720	CG14645
N1.HOG0012721	CG31431
N1.HOG0012722	Gprk2
N1.HOG0012723	Gdh
N1.HOG0012724	wda
N1.HOG0012725	Tango6
N1.HOG0012726	sim
N1.HOG0012727	Patr-1
N1.HOG0012728	Dfd
N1.HOG0012729	Mms19
N1.HOG0012730	CG11089
N1.HOG0012731	Nmnat
N1.HOG0012732	CG15561
N1.HOG0012733	Zwilch
N1.HOG0012734	gb
N1.HOG0012735	Nep5
N1.HOG0012736	Polr3C
N1.HOG0012737	CG10214
N1.HOG0012739	CG13842
N1.HOG0012740	AdamTS-A
N1.HOG0012741	CG14232
N1.HOG0012742	Ir92a
N1.HOG0012743	glo
N1.HOG0012744	dmrt93B
N1.HOG0012745	Tbc1d22
N1.HOG0012746	Orco
N1.HOG0012747	PGRP-LB
N1.HOG0012748	crb
N1.HOG0012749	tx
N1.HOG0012750	gro
N1.HOG0012751	E(spl)m4-BFM
N1.HOG0012752	E(spl)m2-BFM
N1.HOG0012757	mRpS33
N1.HOG0012759	PolZ2
N1.HOG0012760	Ada2a
N1.HOG0012761	r-l
N1.HOG0012762	Sys1
N1.HOG0012763	CG9590
N1.HOG0012764	Lnk
N1.HOG0012765	repo
N1.HOG0012766	CG8202
N1.HOG0012767	Cerk
N1.HOG0012768	Smyd5
N1.HOG0012769	CG5862
N1.HOG0012770	p23
N1.HOG0012771	Esyt2
N1.HOG0012772	CG2016
N1.HOG0012773	CG10407
N1.HOG0012774	GATAe
N1.HOG0012775	SIDL
N1.HOG0012776	CG34162
N1.HOG0012777	Ras85D
N1.HOG0012778	Rab23
N1.HOG0012779	ScsbetaA
N1.HOG0012780	CG4115
N1.HOG0012781	Polr2M
N1.HOG0012782	CG3817
N1.HOG0012783	dgo
N1.HOG0012784	CngB
N1.HOG0012785	CG30197
N1.HOG0012786	CG30076
N1.HOG0012787	CG13330
N1.HOG0012788	CG30389
N1.HOG0012789	edl
N1.HOG0012790	Ance-5
N1.HOG0012791	CG14762
N1.HOG0012793	VGAT
N1.HOG0012794	COX7C
N1.HOG0012795	Ak6
N1.HOG0012796	CG12182
N1.HOG0012797	aay
N1.HOG0012798	Fpgs
N1.HOG0012799	CG3434
N1.HOG0012800	S6k
N1.HOG0012801	CG42272
N1.HOG0012802	GC
N1.HOG0012803	CG31251
N1.HOG0012804	DIP-gamma
N1.HOG0012806	CG10053
N1.HOG0012807	Regnase-1
N1.HOG0012808	lic
N1.HOG0012809	Evi5
N1.HOG0012810	CG5937
N1.HOG0012811	mip130
N1.HOG0012812	eIF2Bepsilon
N1.HOG0012813	U2af38
N1.HOG0012814	CG17078
N1.HOG0012815	mbm
N1.HOG0012816	CG13950
N1.HOG0012817	AstCC
N1.HOG0012818	Ype
N1.HOG0012819	janA
N1.HOG0012820	CG10939
N1.HOG0012821	ana2
N1.HOG0012822	Pcf11
N1.HOG0012823	eIF3m
N1.HOG0012824	galla-1
N1.HOG0012825	CAH13
N1.HOG0012826	Ipk1
N1.HOG0012827	CG3732
N1.HOG0012828	Drat
N1.HOG0012829	CG5819
N1.HOG0012830	Hsepi
N1.HOG0012831	Sin1
N1.HOG0012832	Mgat1
N1.HOG0012833	LanB1
N1.HOG0012834	SmydA-5
N1.HOG0012836	Glo1
N1.HOG0012838	CG15120
N1.HOG0012839	Pu
N1.HOG0012840	CG30429
N1.HOG0012841	ena
N1.HOG0012842	Asph
N1.HOG0012843	CG3663
N1.HOG0012844	ix
N1.HOG0012845	CG5493
N1.HOG0012848	CG5323
N1.HOG0012850	CG30053
N1.HOG0012851	RIC-3
N1.HOG0012852	ND-B14.7
N1.HOG0012853	CG8405
N1.HOG0012854	exp
N1.HOG0012855	SCCRO3
N1.HOG0012856	Balat
N1.HOG0012857	ced-6
N1.HOG0012858	Wnt2
N1.HOG0012859	CG13365
N1.HOG0012860	Obp50a
N1.HOG0012861	LSm1
N1.HOG0012862	hng1
N1.HOG0012863	Hsf
N1.HOG0012864	uzip
N1.HOG0012865	tra2
N1.HOG0012866	cyp33
N1.HOG0012867	ste24b
N1.HOG0012868	trpl
N1.HOG0012869	CG1648
N1.HOG0012870	Cpr49Ac
N1.HOG0012871	CG13155
N1.HOG0012872	Cpr47Ee
N1.HOG0012873	Fs
N1.HOG0012874	Dnali1
N1.HOG0012875	CG1208
N1.HOG0012876	CG6325
N1.HOG0012877	CG34174
N1.HOG0012878	Arpc4
N1.HOG0012879	GluRIIA
N1.HOG0012880	CG31886
N1.HOG0012881	H2.0
N1.HOG0012882	CG42672
N1.HOG0012883	CG9485
N1.HOG0012884	CG18635
N1.HOG0012885	OstDelta
N1.HOG0012886	CG1418
N1.HOG0012887	CG12920
N1.HOG0012888	thr
N1.HOG0012889	RpL31
N1.HOG0012890	CG11044
N1.HOG0012891	CG10444
N1.HOG0012892	dpn
N1.HOG0012893	CG14760
N1.HOG0012894	Agps
N1.HOG0012895	CG13197
N1.HOG0012897	S2P
N1.HOG0012898	Twdlbeta
N1.HOG0012900	CG15615
N1.HOG0012901	CG8249
N1.HOG0012902	CG2790
N1.HOG0012903	Rab3
N1.HOG0012907	CG3589
N1.HOG0012908	CG32668
N1.HOG0012909	gwl
N1.HOG0012910	CG31010
N1.HOG0012911	beta-Spec
N1.HOG0012912	CG33120
N1.HOG0012913	ND-B14.5B
N1.HOG0012914	mRpS21
N1.HOG0012915	CG14395
N1.HOG0012916	eco
N1.HOG0012917	lark
N1.HOG0012918	Prp31
N1.HOG0012922	Rbbp5
N1.HOG0012923	Ent3
N1.HOG0012924	RecQ5
N1.HOG0012925	kto
N1.HOG0012926	CG2145
N1.HOG0012927	anox
N1.HOG0012928	w
N1.HOG0012929	CG14478
N1.HOG0012930	PlexA
N1.HOG0012931	Spn31A
N1.HOG0012932	Cog4
N1.HOG0012933	ClpP
N1.HOG0012934	Coq6
N1.HOG0012935	tank
N1.HOG0012936	Mon1
N1.HOG0012937	Col4a1
N1.HOG0012938	CG9663
N1.HOG0012939	CG6153
N1.HOG0012940	Arpc2
N1.HOG0012941	CG16798
N1.HOG0012942	CG14947
N1.HOG0012943	Ced-12
N1.HOG0012944	Drp1
N1.HOG0012945	Sirt1
N1.HOG0012946	Shark
N1.HOG0012947	pr
N1.HOG0012948	Herp
N1.HOG0012949	CG7149
N1.HOG0012950	Coq3
N1.HOG0012951	CG7179
N1.HOG0012952	IFT43
N1.HOG0012953	brat
N1.HOG0012954	Acn
N1.HOG0012955	Catsup
N1.HOG0012956	mib2
N1.HOG0012957	hook
N1.HOG0012958	mtDNA-helicase
N1.HOG0012959	CG42366
N1.HOG0012960	cort
N1.HOG0012961	nop5
N1.HOG0012963	Nhe2
N1.HOG0012964	CG6094
N1.HOG0012965	eIF3h
N1.HOG0012966	Hacd1
N1.HOG0012967	dpp
N1.HOG0012968	Psf2
N1.HOG0012969	Traf4
N1.HOG0012970	Gr2a
N1.HOG0012971	kmr
N1.HOG0012972	flfl
N1.HOG0012973	CG13293
N1.HOG0012974	CG9205
N1.HOG0012975	qm
N1.HOG0012976	foi
N1.HOG0012977	Pex2
N1.HOG0012978	GAPcenA
N1.HOG0012979	Pus7
N1.HOG0012980	ERR
N1.HOG0012981	Dscam4
N1.HOG0012982	CG2034
N1.HOG0012983	p24-1
N1.HOG0012984	Sce
N1.HOG0012985	CG12795
N1.HOG0012986	ast
N1.HOG0012987	MED6
N1.HOG0012988	Alg13
